student_gpa_band,student_gre_band,program_id,admit_result,term
3.0-3.2,,P003566,Admit,Fall 2026
3.7-3.9,,P004961,Admit,Fall 2025
3.7-3.9,,P002412,Reject,Fall 2026
3.7-3.9,320-329,P003463,Admit,Fall 2023
3.4-3.5,330-340,P004489,Admit,Fall 2023
3.4-3.5,,P004463,Admit,Fall 2026
3.2-3.4,310-319,P002411,Reject,Fall 2023
3.2-3.4,320-329,P004623,Admit,Fall 2026
3.5-3.7,310-319,P003781,Admit,Fall 2026
3.4-3.5,300-309,P001605,Waitlist,Fall 2023
3.4-3.5,310-319,P001674,Reject,Fall 2021
3.7-3.9,,P001136,Admit,Fall 2021
3.4-3.5,,P004169,Waitlist,Fall 2024
3.5-3.7,,P004872,Admit,Fall 2024
3.2-3.4,320-329,P004689,Reject,Fall 2025
3.9-4.0,,P004504,Admit,Fall 2025
3.4-3.5,,P000973,Waitlist,Fall 2025
3.9-4.0,,P001210,Waitlist,Fall 2024
3.9-4.0,310-319,P000044,Admit,Fall 2024
3.2-3.4,320-329,P000178,Admit,Fall 2023
3.7-3.9,330-340,P001085,Admit,Fall 2022
3.0-3.2,290-299,P000744,Admit,Fall 2023
3.7-3.9,320-329,P000714,Admit,Fall 2022
3.5-3.7,,P000482,Admit,Fall 2025
3.2-3.4,310-319,P000201,Admit,Fall 2024
3.5-3.7,,P000101,Admit,Fall 2026
3.7-3.9,,P004457,Admit,Fall 2025
3.0-3.2,330-340,P003748,Reject,Fall 2023
2.8-3.0,330-340,P004724,Reject,Fall 2026
3.2-3.4,310-319,P000608,Admit,Fall 2024
3.5-3.7,310-319,P000772,Admit,Fall 2024
3.5-3.7,,P000238,Reject,Fall 2025
3.5-3.7,320-329,P003025,Reject,Fall 2024
3.4-3.5,300-309,P000730,Admit,Fall 2024
3.7-3.9,310-319,P001229,Reject,Fall 2024
3.4-3.5,310-319,P000566,Reject,Fall 2026
3.4-3.5,300-309,P001362,Reject,Fall 2025
3.5-3.7,,P002352,Admit,Fall 2026
3.7-3.9,320-329,P000524,Reject,Fall 2023
3.5-3.7,290-299,P001472,Waitlist,Fall 2024
3.7-3.9,,P004848,Admit,Fall 2026
3.9-4.0,,P002271,Reject,Fall 2021
3.7-3.9,320-329,P000136,Reject,Fall 2026
3.5-3.7,300-309,P003555,Waitlist,Fall 2023
3.2-3.4,,P001168,Reject,Fall 2023
3.5-3.7,320-329,P003652,Reject,Fall 2024
3.4-3.5,300-309,P000176,Reject,Fall 2023
3.7-3.9,310-319,P001331,Admit,Fall 2026
3.7-3.9,320-329,P003183,Admit,Fall 2024
3.4-3.5,330-340,P004886,Reject,Fall 2025
3.2-3.4,320-329,P003456,Reject,Fall 2024
3.4-3.5,,P002483,Reject,Fall 2023
3.4-3.5,310-319,P001612,Admit,Fall 2026
3.9-4.0,330-340,P003321,Admit,Fall 2024
3.9-4.0,,P000683,Admit,Fall 2023
3.9-4.0,310-319,P000892,Admit,Fall 2026
3.2-3.4,320-329,P002274,Waitlist,Fall 2024
3.4-3.5,330-340,P002789,Admit,Fall 2026
3.5-3.7,300-309,P001784,Reject,Fall 2026
3.2-3.4,,P001135,Reject,Fall 2021
3.5-3.7,330-340,P001089,Admit,Fall 2025
3.0-3.2,,P002908,Admit,Fall 2021
3.7-3.9,330-340,P001113,Waitlist,Fall 2026
3.7-3.9,300-309,P000325,Admit,Fall 2025
3.5-3.7,,P003358,Admit,Fall 2026
3.4-3.5,300-309,P000423,Reject,Fall 2023
3.4-3.5,310-319,P001149,Admit,Fall 2021
3.4-3.5,310-319,P004163,Waitlist,Fall 2021
3.5-3.7,,P004865,Admit,Fall 2025
3.7-3.9,,P002221,Reject,Fall 2023
3.7-3.9,,P000203,Admit,Fall 2024
3.2-3.4,320-329,P000495,Reject,Fall 2024
3.2-3.4,330-340,P002122,Reject,Fall 2025
3.5-3.7,,P000083,Admit,Fall 2025
3.7-3.9,,P002623,Waitlist,Fall 2024
3.7-3.9,310-319,P002183,Admit,Fall 2025
3.7-3.9,320-329,P004694,Admit,Fall 2024
3.4-3.5,,P003602,Reject,Fall 2026
2.8-3.0,,P002718,Reject,Fall 2026
3.5-3.7,320-329,P003001,Waitlist,Fall 2024
3.2-3.4,310-319,P001392,Admit,Fall 2021
3.7-3.9,,P003265,Admit,Fall 2024
3.5-3.7,320-329,P004442,Reject,Fall 2021
3.4-3.5,300-309,P001513,Admit,Fall 2025
3.5-3.7,,P004118,Admit,Fall 2026
3.0-3.2,310-319,P004615,Reject,Fall 2026
3.5-3.7,310-319,P003325,Reject,Fall 2023
3.9-4.0,310-319,P002262,Waitlist,Fall 2024
3.4-3.5,310-319,P001836,Admit,Fall 2026
3.4-3.5,320-329,P004156,Reject,Fall 2026
3.2-3.4,,P003929,Reject,Fall 2025
3.5-3.7,,P003338,Admit,Fall 2024
3.9-4.0,,P000818,Admit,Fall 2026
3.7-3.9,,P001105,Waitlist,Fall 2026
2.8-3.0,,P004090,Reject,Fall 2023
3.5-3.7,,P003063,Reject,Fall 2023
3.4-3.5,,P004330,Admit,Fall 2022
3.4-3.5,330-340,P004268,Admit,Fall 2023
3.9-4.0,330-340,P001063,Admit,Fall 2024
3.7-3.9,310-319,P004742,Admit,Fall 2023
3.5-3.7,300-309,P004355,Admit,Fall 2025
3.7-3.9,,P000578,Admit,Fall 2024
3.9-4.0,320-329,P002014,Waitlist,Fall 2025
3.2-3.4,310-319,P004186,Admit,Fall 2025
3.4-3.5,290-299,P004750,Admit,Fall 2024
3.5-3.7,320-329,P001394,Admit,Fall 2026
3.0-3.2,320-329,P001330,Waitlist,Fall 2025
3.2-3.4,,P000045,Waitlist,Fall 2023
3.4-3.5,,P003456,Admit,Fall 2026
3.7-3.9,,P000570,Admit,Fall 2023
3.4-3.5,310-319,P003016,Reject,Fall 2024
2.8-3.0,,P004273,Reject,Fall 2025
3.2-3.4,,P000864,Reject,Fall 2024
3.2-3.4,300-309,P000715,Admit,Fall 2022
3.9-4.0,,P000290,Admit,Fall 2024
3.5-3.7,310-319,P004997,Reject,Fall 2024
3.0-3.2,310-319,P001195,Admit,Fall 2024
3.5-3.7,320-329,P001896,Reject,Fall 2024
3.9-4.0,300-309,P002123,Reject,Fall 2021
3.9-4.0,300-309,P001105,Reject,Fall 2026
3.7-3.9,310-319,P003969,Admit,Fall 2023
3.7-3.9,300-309,P002611,Admit,Fall 2024
3.7-3.9,310-319,P002335,Reject,Fall 2023
3.9-4.0,,P001008,Admit,Fall 2025
3.2-3.4,,P000057,Admit,Fall 2025
3.5-3.7,300-309,P002887,Reject,Fall 2026
3.7-3.9,,P003369,Admit,Fall 2025
3.4-3.5,310-319,P003027,Admit,Fall 2026
2.8-3.0,,P003721,Reject,Fall 2022
3.4-3.5,320-329,P003852,Admit,Fall 2024
3.9-4.0,,P002936,Admit,Fall 2025
3.2-3.4,,P000171,Admit,Fall 2026
3.5-3.7,300-309,P003338,Admit,Fall 2024
3.5-3.7,320-329,P001352,Reject,Fall 2025
3.0-3.2,310-319,P001404,Admit,Fall 2026
3.5-3.7,310-319,P001862,Reject,Fall 2026
3.4-3.5,,P000986,Reject,Fall 2024
3.4-3.5,,P003026,Admit,Fall 2025
3.9-4.0,310-319,P003218,Admit,Fall 2022
3.4-3.5,,P002345,Admit,Fall 2024
3.4-3.5,,P000257,Admit,Fall 2022
3.2-3.4,310-319,P003833,Admit,Fall 2024
3.7-3.9,,P004914,Admit,Fall 2023
2.8-3.0,,P004505,Reject,Fall 2023
3.9-4.0,,P000274,Admit,Fall 2024
3.0-3.2,330-340,P002288,Admit,Fall 2021
3.5-3.7,310-319,P004192,Admit,Fall 2026
3.7-3.9,,P003378,Admit,Fall 2025
3.2-3.4,320-329,P003266,Reject,Fall 2025
3.7-3.9,310-319,P002698,Admit,Fall 2024
2.8-3.0,310-319,P002107,Reject,Fall 2025
3.5-3.7,290-299,P004627,Admit,Fall 2023
3.5-3.7,310-319,P001289,Admit,Fall 2024
3.7-3.9,,P001157,Reject,Fall 2026
3.5-3.7,330-340,P000743,Admit,Fall 2026
3.2-3.4,300-309,P000718,Admit,Fall 2026
3.4-3.5,,P002034,Admit,Fall 2024
3.5-3.7,310-319,P000524,Admit,Fall 2021
3.9-4.0,310-319,P004424,Admit,Fall 2026
3.5-3.7,,P000066,Admit,Fall 2026
3.5-3.7,310-319,P001037,Reject,Fall 2026
3.2-3.4,,P001425,Reject,Fall 2024
3.4-3.5,310-319,P002638,Reject,Fall 2026
3.7-3.9,,P004462,Waitlist,Fall 2026
3.7-3.9,320-329,P004978,Admit,Fall 2026
3.7-3.9,320-329,P001763,Admit,Fall 2025
3.0-3.2,,P002542,Admit,Fall 2023
3.4-3.5,290-299,P004583,Waitlist,Fall 2025
3.4-3.5,310-319,P001401,Reject,Fall 2024
3.4-3.5,310-319,P004042,Reject,Fall 2023
3.2-3.4,320-329,P001373,Reject,Fall 2026
3.9-4.0,300-309,P000661,Waitlist,Fall 2024
3.9-4.0,310-319,P003086,Admit,Fall 2025
3.2-3.4,,P000368,Admit,Fall 2022
3.7-3.9,310-319,P004805,Reject,Fall 2025
3.5-3.7,,P002026,Admit,Fall 2024
3.9-4.0,300-309,P003743,Reject,Fall 2025
3.5-3.7,,P001363,Admit,Fall 2023
3.7-3.9,310-319,P000667,Admit,Fall 2025
3.2-3.4,,P000395,Reject,Fall 2023
3.2-3.4,290-299,P000721,Reject,Fall 2023
3.2-3.4,310-319,P003223,Admit,Fall 2026
3.7-3.9,,P003513,Admit,Fall 2023
3.5-3.7,,P001071,Admit,Fall 2024
3.9-4.0,320-329,P003974,Admit,Fall 2026
3.5-3.7,300-309,P001234,Reject,Fall 2024
3.9-4.0,,P004097,Admit,Fall 2025
3.5-3.7,,P000861,Waitlist,Fall 2024
3.4-3.5,310-319,P002984,Reject,Fall 2023
3.7-3.9,,P000502,Admit,Fall 2025
3.4-3.5,300-309,P002130,Reject,Fall 2025
3.7-3.9,,P002934,Admit,Fall 2025
3.9-4.0,,P000446,Admit,Fall 2025
3.5-3.7,330-340,P002461,Admit,Fall 2026
3.4-3.5,,P003166,Admit,Fall 2024
3.9-4.0,310-319,P000706,Admit,Fall 2026
3.5-3.7,300-309,P003742,Admit,Fall 2023
3.4-3.5,310-319,P001278,Reject,Fall 2023
3.0-3.2,320-329,P002267,Reject,Fall 2025
3.2-3.4,,P001097,Admit,Fall 2025
3.2-3.4,320-329,P003985,Reject,Fall 2026
3.2-3.4,320-329,P001364,Admit,Fall 2022
3.0-3.2,,P002925,Reject,Fall 2024
3.0-3.2,300-309,P003597,Reject,Fall 2025
3.4-3.5,,P000126,Reject,Fall 2025
3.2-3.4,300-309,P000705,Waitlist,Fall 2026
3.4-3.5,,P003308,Admit,Fall 2024
3.7-3.9,310-319,P004197,Admit,Fall 2025
3.4-3.5,,P003441,Reject,Fall 2023
3.2-3.4,300-309,P002590,Admit,Fall 2025
3.5-3.7,300-309,P001592,Admit,Fall 2025
3.9-4.0,310-319,P003094,Admit,Fall 2026
3.4-3.5,310-319,P003146,Reject,Fall 2025
3.7-3.9,320-329,P002902,Waitlist,Fall 2022
3.2-3.4,290-299,P003911,Admit,Fall 2022
3.4-3.5,,P002251,Admit,Fall 2024
3.0-3.2,,P003486,Reject,Fall 2024
3.7-3.9,,P004993,Reject,Fall 2026
3.9-4.0,320-329,P002931,Reject,Fall 2023
3.5-3.7,,P000705,Reject,Fall 2023
3.2-3.4,,P002352,Admit,Fall 2026
3.9-4.0,320-329,P000968,Admit,Fall 2026
3.4-3.5,,P001566,Reject,Fall 2024
3.9-4.0,,P001570,Admit,Fall 2026
3.9-4.0,,P000362,Admit,Fall 2025
3.7-3.9,,P004509,Waitlist,Fall 2026
3.5-3.7,310-319,P002126,Waitlist,Fall 2023
3.2-3.4,310-319,P002386,Reject,Fall 2025
3.0-3.2,330-340,P000565,Reject,Fall 2025
3.7-3.9,,P001817,Admit,Fall 2026
3.4-3.5,,P000305,Reject,Fall 2024
3.9-4.0,,P004861,Admit,Fall 2026
3.5-3.7,320-329,P002511,Admit,Fall 2024
3.7-3.9,300-309,P003394,Admit,Fall 2026
3.9-4.0,310-319,P003566,Waitlist,Fall 2026
3.4-3.5,320-329,P004961,Admit,Fall 2024
3.7-3.9,320-329,P002763,Reject,Fall 2026
3.2-3.4,310-319,P000268,Admit,Fall 2025
3.9-4.0,310-319,P004956,Waitlist,Fall 2026
3.9-4.0,,P002481,Admit,Fall 2022
3.5-3.7,330-340,P004602,Reject,Fall 2023
3.2-3.4,300-309,P003568,Reject,Fall 2026
3.2-3.4,320-329,P000221,Admit,Fall 2026
3.0-3.2,310-319,P000887,Admit,Fall 2024
3.9-4.0,320-329,P003149,Waitlist,Fall 2026
3.7-3.9,310-319,P002806,Admit,Fall 2025
3.7-3.9,,P004455,Admit,Fall 2026
3.2-3.4,320-329,P000690,Reject,Fall 2026
3.7-3.9,320-329,P001041,Reject,Fall 2025
3.7-3.9,300-309,P004427,Admit,Fall 2025
3.5-3.7,,P000846,Admit,Fall 2026
3.5-3.7,320-329,P000917,Reject,Fall 2022
3.7-3.9,,P000657,Reject,Fall 2023
3.9-4.0,320-329,P002953,Admit,Fall 2026
3.5-3.7,290-299,P004813,Admit,Fall 2024
3.5-3.7,290-299,P000118,Admit,Fall 2025
3.7-3.9,,P004002,Reject,Fall 2023
3.7-3.9,,P004091,Admit,Fall 2026
3.9-4.0,,P003249,Admit,Fall 2024
3.5-3.7,320-329,P000687,Reject,Fall 2024
3.5-3.7,330-340,P004437,Admit,Fall 2026
3.7-3.9,,P003992,Reject,Fall 2023
2.8-3.0,310-319,P002821,Admit,Fall 2025
3.7-3.9,,P004868,Admit,Fall 2025
3.5-3.7,330-340,P004857,Reject,Fall 2023
3.9-4.0,310-319,P004223,Admit,Fall 2025
3.5-3.7,310-319,P004110,Reject,Fall 2026
3.4-3.5,300-309,P003404,Admit,Fall 2024
3.9-4.0,310-319,P003589,Reject,Fall 2025
3.4-3.5,,P000907,Admit,Fall 2022
3.5-3.7,320-329,P000587,Admit,Fall 2023
3.5-3.7,310-319,P001757,Reject,Fall 2023
3.5-3.7,290-299,P004047,Admit,Fall 2025
3.7-3.9,,P000247,Admit,Fall 2026
3.4-3.5,,P003972,Admit,Fall 2026
3.2-3.4,330-340,P002329,Reject,Fall 2025
3.7-3.9,320-329,P004846,Admit,Fall 2023
3.2-3.4,,P002085,Reject,Fall 2025
3.5-3.7,,P000341,Reject,Fall 2021
3.7-3.9,310-319,P000598,Admit,Fall 2025
3.4-3.5,310-319,P002325,Reject,Fall 2024
2.8-3.0,330-340,P001017,Reject,Fall 2026
3.5-3.7,,P003075,Admit,Fall 2024
3.0-3.2,310-319,P004805,Reject,Fall 2025
3.2-3.4,,P004310,Reject,Fall 2026
3.4-3.5,,P003168,Reject,Fall 2024
3.5-3.7,320-329,P004798,Admit,Fall 2026
3.2-3.4,300-309,P004189,Reject,Fall 2021
3.5-3.7,330-340,P004225,Admit,Fall 2024
3.2-3.4,330-340,P003493,Reject,Fall 2024
3.7-3.9,310-319,P001036,Reject,Fall 2024
3.2-3.4,310-319,P004234,Admit,Fall 2025
3.5-3.7,,P001295,Admit,Fall 2024
3.9-4.0,320-329,P004462,Reject,Fall 2025
3.4-3.5,,P001887,Admit,Fall 2023
3.7-3.9,,P000172,Admit,Fall 2024
2.8-3.0,310-319,P002555,Admit,Fall 2023
3.2-3.4,310-319,P004901,Reject,Fall 2026
3.2-3.4,320-329,P001729,Reject,Fall 2026
3.2-3.4,,P004953,Admit,Fall 2026
3.7-3.9,320-329,P002335,Admit,Fall 2026
3.2-3.4,310-319,P001462,Waitlist,Fall 2023
3.2-3.4,310-319,P003925,Reject,Fall 2026
3.5-3.7,310-319,P001421,Reject,Fall 2024
3.4-3.5,300-309,P004565,Admit,Fall 2025
3.4-3.5,330-340,P000001,Reject,Fall 2026
3.7-3.9,310-319,P002844,Reject,Fall 2026
3.7-3.9,320-329,P001984,Reject,Fall 2026
3.5-3.7,,P000086,Admit,Fall 2026
3.7-3.9,,P000810,Admit,Fall 2022
3.7-3.9,320-329,P004509,Admit,Fall 2026
3.2-3.4,320-329,P003322,Reject,Fall 2026
3.7-3.9,320-329,P003613,Admit,Fall 2024
3.4-3.5,290-299,P004177,Reject,Fall 2026
3.7-3.9,300-309,P002941,Admit,Fall 2024
3.5-3.7,310-319,P002878,Reject,Fall 2023
3.2-3.4,310-319,P002807,Admit,Fall 2023
3.4-3.5,,P000387,Admit,Fall 2024
3.7-3.9,290-299,P001961,Admit,Fall 2026
3.2-3.4,290-299,P001178,Reject,Fall 2026
3.5-3.7,300-309,P003953,Admit,Fall 2026
3.2-3.4,330-340,P003574,Reject,Fall 2026
3.2-3.4,,P000470,Reject,Fall 2023
3.9-4.0,,P004136,Waitlist,Fall 2026
3.5-3.7,,P004192,Waitlist,Fall 2024
3.5-3.7,,P004511,Reject,Fall 2024
2.8-3.0,330-340,P003334,Reject,Fall 2022
3.2-3.4,320-329,P001436,Waitlist,Fall 2024
3.9-4.0,320-329,P001476,Admit,Fall 2024
3.2-3.4,330-340,P004705,Reject,Fall 2022
3.4-3.5,320-329,P002550,Admit,Fall 2021
3.5-3.7,300-309,P004737,Reject,Fall 2026
3.4-3.5,,P001663,Admit,Fall 2024
3.9-4.0,320-329,P000267,Admit,Fall 2024
3.2-3.4,300-309,P000745,Reject,Fall 2025
3.7-3.9,,P004457,Admit,Fall 2024
3.9-4.0,,P000394,Admit,Fall 2026
3.9-4.0,,P003447,Admit,Fall 2025
3.5-3.7,,P001472,Admit,Fall 2023
3.4-3.5,320-329,P000416,Reject,Fall 2025
3.7-3.9,320-329,P004468,Admit,Fall 2025
3.7-3.9,320-329,P001561,Waitlist,Fall 2024
3.2-3.4,330-340,P004469,Waitlist,Fall 2024
2.8-3.0,290-299,P000921,Reject,Fall 2026
3.4-3.5,310-319,P001312,Reject,Fall 2025
3.7-3.9,,P000818,Admit,Fall 2024
3.9-4.0,,P003047,Admit,Fall 2024
3.9-4.0,320-329,P001949,Admit,Fall 2024
3.9-4.0,,P000606,Admit,Fall 2025
3.7-3.9,310-319,P003813,Admit,Fall 2026
3.4-3.5,,P000748,Admit,Fall 2026
3.2-3.4,330-340,P004562,Admit,Fall 2025
3.2-3.4,300-309,P003137,Reject,Fall 2026
3.0-3.2,320-329,P001529,Admit,Fall 2026
3.7-3.9,,P001406,Admit,Fall 2025
3.2-3.4,320-329,P000381,Reject,Fall 2023
3.2-3.4,330-340,P003651,Waitlist,Fall 2023
3.5-3.7,300-309,P004793,Admit,Fall 2026
3.2-3.4,,P001646,Reject,Fall 2024
2.8-3.0,310-319,P001924,Reject,Fall 2024
3.5-3.7,310-319,P004673,Reject,Fall 2026
3.9-4.0,,P002249,Admit,Fall 2026
3.5-3.7,320-329,P002705,Waitlist,Fall 2026
3.0-3.2,310-319,P002864,Reject,Fall 2025
3.0-3.2,,P004447,Reject,Fall 2021
3.7-3.9,300-309,P000828,Waitlist,Fall 2026
3.4-3.5,310-319,P004982,Admit,Fall 2026
3.7-3.9,,P001718,Admit,Fall 2024
3.2-3.4,310-319,P004336,Reject,Fall 2024
3.5-3.7,310-319,P001601,Reject,Fall 2024
3.7-3.9,320-329,P003578,Reject,Fall 2026
3.7-3.9,310-319,P001018,Admit,Fall 2026
3.9-4.0,,P002389,Admit,Fall 2026
3.5-3.7,310-319,P001470,Reject,Fall 2026
3.2-3.4,,P000883,Reject,Fall 2025
3.4-3.5,320-329,P003944,Admit,Fall 2026
3.7-3.9,320-329,P000873,Waitlist,Fall 2026
3.4-3.5,320-329,P004165,Admit,Fall 2021
3.5-3.7,310-319,P004813,Reject,Fall 2026
3.5-3.7,330-340,P004393,Admit,Fall 2024
3.7-3.9,,P003307,Admit,Fall 2024
3.9-4.0,310-319,P004707,Admit,Fall 2025
3.7-3.9,300-309,P003577,Admit,Fall 2022
3.5-3.7,320-329,P004267,Admit,Fall 2022
3.4-3.5,,P002684,Waitlist,Fall 2026
3.4-3.5,,P003394,Reject,Fall 2023
3.7-3.9,310-319,P001593,Reject,Fall 2026
3.7-3.9,,P002528,Reject,Fall 2022
3.5-3.7,,P002675,Admit,Fall 2024
3.9-4.0,,P004397,Admit,Fall 2023
3.5-3.7,,P000473,Admit,Fall 2024
3.4-3.5,320-329,P002456,Admit,Fall 2025
3.9-4.0,330-340,P004901,Admit,Fall 2026
3.2-3.4,310-319,P004115,Reject,Fall 2025
3.0-3.2,330-340,P004149,Reject,Fall 2026
3.0-3.2,320-329,P000018,Admit,Fall 2025
3.7-3.9,,P002291,Admit,Fall 2025
3.5-3.7,300-309,P004264,Admit,Fall 2025
3.7-3.9,310-319,P003204,Admit,Fall 2025
3.7-3.9,310-319,P004257,Admit,Fall 2024
3.9-4.0,320-329,P002462,Reject,Fall 2023
3.7-3.9,330-340,P002954,Reject,Fall 2026
3.4-3.5,,P000734,Reject,Fall 2026
3.4-3.5,330-340,P003007,Reject,Fall 2022
3.5-3.7,,P000830,Admit,Fall 2022
3.4-3.5,330-340,P000971,Admit,Fall 2024
3.5-3.7,320-329,P002516,Reject,Fall 2025
3.7-3.9,,P003383,Reject,Fall 2025
3.9-4.0,,P001944,Admit,Fall 2026
3.4-3.5,310-319,P004393,Reject,Fall 2026
3.0-3.2,320-329,P000614,Admit,Fall 2026
3.2-3.4,,P004551,Reject,Fall 2025
3.5-3.7,,P003775,Reject,Fall 2023
3.7-3.9,310-319,P001004,Reject,Fall 2024
3.2-3.4,,P000685,Waitlist,Fall 2026
3.2-3.4,320-329,P001227,Admit,Fall 2024
3.2-3.4,,P002144,Admit,Fall 2025
3.7-3.9,310-319,P003014,Admit,Fall 2023
3.9-4.0,320-329,P000713,Waitlist,Fall 2025
3.0-3.2,,P003728,Waitlist,Fall 2025
3.4-3.5,310-319,P004695,Admit,Fall 2026
3.5-3.7,,P003474,Admit,Fall 2024
3.4-3.5,330-340,P002854,Admit,Fall 2026
3.5-3.7,,P003890,Admit,Fall 2023
3.9-4.0,,P001050,Admit,Fall 2021
3.2-3.4,,P000026,Reject,Fall 2025
3.2-3.4,,P001865,Admit,Fall 2025
3.5-3.7,300-309,P004189,Admit,Fall 2025
3.4-3.5,,P002804,Admit,Fall 2025
3.7-3.9,330-340,P002521,Admit,Fall 2024
3.7-3.9,,P004805,Admit,Fall 2024
3.2-3.4,290-299,P001968,Reject,Fall 2026
2.8-3.0,300-309,P002256,Admit,Fall 2022
3.5-3.7,,P003397,Reject,Fall 2025
3.4-3.5,,P001317,Reject,Fall 2024
3.7-3.9,320-329,P001163,Reject,Fall 2024
3.0-3.2,330-340,P000372,Reject,Fall 2025
3.5-3.7,,P000487,Reject,Fall 2024
3.2-3.4,310-319,P000851,Reject,Fall 2023
3.9-4.0,310-319,P003926,Admit,Fall 2025
3.0-3.2,,P001335,Admit,Fall 2024
3.9-4.0,,P002295,Admit,Fall 2021
3.7-3.9,310-319,P004162,Waitlist,Fall 2021
3.7-3.9,310-319,P002045,Admit,Fall 2025
3.9-4.0,310-319,P001697,Admit,Fall 2026
3.2-3.4,310-319,P003363,Reject,Fall 2025
3.5-3.7,320-329,P004489,Admit,Fall 2025
3.5-3.7,300-309,P001270,Admit,Fall 2026
3.4-3.5,320-329,P004486,Admit,Fall 2026
3.5-3.7,310-319,P000703,Waitlist,Fall 2026
3.2-3.4,320-329,P001012,Admit,Fall 2022
3.2-3.4,330-340,P000749,Reject,Fall 2026
3.7-3.9,300-309,P000418,Admit,Fall 2026
3.5-3.7,320-329,P004096,Waitlist,Fall 2023
3.9-4.0,,P001730,Admit,Fall 2026
3.4-3.5,290-299,P000737,Reject,Fall 2024
3.7-3.9,,P000742,Admit,Fall 2025
3.0-3.2,,P001948,Reject,Fall 2025
3.9-4.0,,P001611,Reject,Fall 2023
3.7-3.9,320-329,P004056,Admit,Fall 2026
3.5-3.7,310-319,P004631,Waitlist,Fall 2024
3.7-3.9,,P004542,Admit,Fall 2026
3.4-3.5,310-319,P000710,Reject,Fall 2023
3.5-3.7,330-340,P003566,Reject,Fall 2023
3.9-4.0,310-319,P002603,Reject,Fall 2025
3.5-3.7,300-309,P003593,Admit,Fall 2026
3.4-3.5,330-340,P001491,Reject,Fall 2024
3.4-3.5,,P000771,Reject,Fall 2023
3.4-3.5,,P003001,Reject,Fall 2025
3.4-3.5,310-319,P004403,Reject,Fall 2026
3.2-3.4,,P001695,Reject,Fall 2023
3.5-3.7,,P004284,Admit,Fall 2024
3.5-3.7,,P003238,Reject,Fall 2024
3.4-3.5,320-329,P001728,Waitlist,Fall 2026
3.4-3.5,320-329,P004936,Reject,Fall 2023
3.2-3.4,,P004829,Waitlist,Fall 2024
3.5-3.7,310-319,P003688,Reject,Fall 2025
3.0-3.2,310-319,P000552,Reject,Fall 2026
3.2-3.4,,P000792,Reject,Fall 2025
3.0-3.2,300-309,P003837,Waitlist,Fall 2025
3.7-3.9,,P003783,Admit,Fall 2025
3.4-3.5,,P002374,Admit,Fall 2026
3.9-4.0,320-329,P004510,Admit,Fall 2023
3.7-3.9,300-309,P000596,Admit,Fall 2025
3.2-3.4,330-340,P000109,Waitlist,Fall 2021
2.8-3.0,290-299,P004204,Waitlist,Fall 2024
3.4-3.5,320-329,P004653,Admit,Fall 2026
3.9-4.0,330-340,P002114,Admit,Fall 2024
3.0-3.2,320-329,P000726,Reject,Fall 2023
3.2-3.4,,P002973,Reject,Fall 2024
3.5-3.7,310-319,P001108,Reject,Fall 2025
3.5-3.7,,P004528,Admit,Fall 2023
3.7-3.9,310-319,P000038,Admit,Fall 2025
3.4-3.5,310-319,P001556,Admit,Fall 2021
3.4-3.5,,P003077,Reject,Fall 2025
3.7-3.9,,P000633,Reject,Fall 2024
3.0-3.2,300-309,P001663,Reject,Fall 2024
3.2-3.4,310-319,P001286,Waitlist,Fall 2023
3.9-4.0,310-319,P000985,Admit,Fall 2026
3.5-3.7,310-319,P002783,Admit,Fall 2023
3.0-3.2,320-329,P000010,Reject,Fall 2024
3.5-3.7,320-329,P000930,Admit,Fall 2025
2.8-3.0,300-309,P004289,Reject,Fall 2025
3.2-3.4,,P003673,Reject,Fall 2025
3.5-3.7,320-329,P002210,Admit,Fall 2026
3.4-3.5,,P002144,Admit,Fall 2025
3.4-3.5,310-319,P002750,Reject,Fall 2022
3.2-3.4,310-319,P003411,Reject,Fall 2026
3.9-4.0,320-329,P004427,Admit,Fall 2025
3.4-3.5,300-309,P004269,Admit,Fall 2022
3.4-3.5,300-309,P004813,Reject,Fall 2023
3.5-3.7,310-319,P004561,Admit,Fall 2025
3.4-3.5,,P001198,Admit,Fall 2026
3.5-3.7,320-329,P001384,Admit,Fall 2023
3.4-3.5,320-329,P001738,Waitlist,Fall 2025
2.8-3.0,320-329,P004110,Admit,Fall 2024
3.5-3.7,,P003334,Reject,Fall 2026
3.5-3.7,310-319,P003344,Admit,Fall 2026
3.5-3.7,300-309,P000116,Waitlist,Fall 2024
3.2-3.4,330-340,P004032,Reject,Fall 2025
3.7-3.9,300-309,P003124,Reject,Fall 2025
3.2-3.4,320-329,P003709,Admit,Fall 2026
3.2-3.4,330-340,P003113,Waitlist,Fall 2021
3.7-3.9,290-299,P000985,Admit,Fall 2025
3.5-3.7,320-329,P003398,Reject,Fall 2026
2.8-3.0,310-319,P001983,Admit,Fall 2021
3.5-3.7,,P004693,Admit,Fall 2025
3.5-3.7,,P004508,Admit,Fall 2026
3.2-3.4,310-319,P002965,Admit,Fall 2025
3.7-3.9,300-309,P002933,Reject,Fall 2024
3.0-3.2,310-319,P002461,Waitlist,Fall 2026
3.7-3.9,310-319,P002204,Admit,Fall 2024
3.5-3.7,,P004077,Reject,Fall 2026
3.7-3.9,310-319,P000481,Admit,Fall 2023
